m_lat,m_lon
24.25,51.25
24.25,51.67
24,51.83
23.92,52.42
24.17,52.75
24.17,53.25
24.08,53.83
24.17,54.25
24.58,54.5
24.92,55
25.25,55.33
25.58,55.67
25.83,56.08
26.17,56.25
26.08,56.5
25.83,56.42
25.33,56.42
24.75,56.42
24.33,56.83
24,57.25
23.75,57.75
23.67,58.25
23.5,58.83
23.08,59.08
22.67,59.42
22.42,59.83
21.92,59.58
21.42,59.33
21.42,59.33
21.17,59
20.83,58.75
20.42,58.5
20.42,58.08
20,57.83
19.5,57.75
19.08,57.92
18.92,57.5
18.83,57.08
18.58,56.75
18.08,56.58
17.92,56.33
17.83,55.92
17.67,55.42
17.17,55.25
16.92,54.83
17,54.42
16.92,53.92
16.67,53.42
16.5,52.92
16.25,52.42
15.92,52.25
15.58,52.25
15.42,51.75
15.25,51.25
15.08,50.75
14.92,50.25
14.75,49.67
14.5,49.17
14.08,48.83
14.08,48.83
13.92,48.33
13.92,47.83
13.58,47.42
13.33,47.08
13.25,46.58
13.33,46.08
13.33,45.67
13,45.42
12.83,44.92
12.75,44.42
12.67,43.92
12.75,43.5
13.25,43.17
13.75,43.25
14,43.08
14.58,42.92
15.17,42.75
15.67,42.67
16.08,42.75
16.5,42.67
17,42.42
17.5,42.08
17.75,41.75
18.17,41.5
18.67,41.25
19.17,41
19.67,40.75
20.08,40.33
20.25,39.67
20.58,39.5
20.58,39.5
20.92,39.17
21.5,39.08
21.92,39
22.25,39.08
22.75,39
23.25,38.75
23.75,38.42
24.08,38
24.33,37.5
24.83,37.25
25.33,37.08
25.83,36.75
26.17,36.42
26.67,36.08
27.17,35.75
27.58,35.5
28,35.17
28,34.67
28.5,34.83
29,35
29.5,35
28.92,34.67
28.33,34.42
27.92,34.42
27.75,34.17
28.08,33.75
28.42,33.42
28.75,33.25
29.08,33
29.58,32.75
29.58,32.75
30,32.58
40.33,26.58
40.33,27.17
40.33,27.75
40.33,27.75
40.33,28.42
40.33,29
40.58,28.92
40.67,29.42
41,28.83
41,28.17
40.92,27.42
40.67,27.08
40.33,26.58
14.08,13.08
13.75,13.33
13.33,13.5
13.08,13.83
12.75,13.92
12.5,14.17
12.75,14.58
12.92,15.08
13.42,15.25
13.42,14.75
13.5,14.17
13.83,14.17
14.17,13.92
14.25,13.42
14.08,13.08
42.5,27.5
42.08,27.92
41.67,28.08
41.33,28.58
41.17,29.17
41.08,29.83
41.17,30.5
41.08,31.08
41.33,31.58
41.58,32.08
41.83,32.58
42,33.25
41.92,33.83
41.92,34.5
42,35
41.67,35.33
41.67,36
41.25,36.33
41.25,36.75
41,37.25
41.08,37.67
40.92,38.17
41,38.75
41.08,39.33
41,39.92
41.08,40.5
41.42,41.08
41.67,41.58
42,41.67
42.33,41.42
42.33,41.42
42.75,41.25
42.92,41
43.17,40.33
43.42,39.83
43.67,39.5
44.08,39
44.33,38.5
44.42,38
44.58,37.67
44.75,37.25
45.08,37
45.08,36.67
45,36.08
45.08,35.58
44.83,35.08
44.75,34.58
44.5,34.25
44.33,33.75
44.58,33.42
45,33.58
45.17,33.25
45.33,32.67
45.75,33.08
45.92,33.75
46.17,33.17
46,32.58
46.25,31.83
46.58,32.08
46.58,31.42
46.58,30.83
46.58,30.83
46.17,30.58
45.83,30.17
45.67,29.58
45.17,29.67
44.83,29.5
44.67,29
44.33,28.67
43.92,28.67
43.42,28.58
43.33,28
42.83,27.92
42.5,27.5
45.92,34.42
45.75,34.75
45.42,35
45.25,35.5
45.42,36.08
45.42,36.67
45.33,37.33
45.83,37.75
46.25,38.25
46.42,37.92
46.67,37.67
46.67,38.17
47,38.75
47.08,39.33
47.25,39
47.17,38.42
47.08,37.58
46.75,36.83
46.67,36.08
46.42,35.42
46.08,35
45.92,34.42
44.75,46.67
44.42,46.67
44.25,47.08
43.75,47.42
43.42,47.42
43,47.42
42.5,47.83
42.08,48.25
41.83,48.67
41.42,49
41,49.17
40.58,49.67
40.5402720653442,49.815259208616
40.5003624390396,49.9603458344429
40.4602715930502,50.1052595413597
40.42,50.25
40.397701970215,50.1248749689283
40.3752691624447,49.9998330400221
40.352701773244,49.874874591782
40.33,49.75
40,49.42
39.5,49.25
39.17,49.17
39.17,48.75
38.58,48.83
38.08,48.92
37.58,49
37.42,49.5
37.33,50.17
37.08,50.33
36.75,51
36.58,51.58
36.75,52.42
36.92,53.17
36.83,53.92
37.17,54
37.17,54
37.83,53.75
38.5,53.75
39.08,54
39.17,53.58
39.58,53.42
40,53.5
40,52.75
40.33,52.67
40.83,52.92
40.67,53.5
40.67,54.17
41,54.75
41.33,54.33
41.67,53.92
42.08,53.67
42,53
41.67,52.67
41.25,52.75
41.75,52.42
41.8550065741483,52.397610967671
41.9600087859341,52.3751482992219
42.0650066048179,52.3526114822422
42.17,52.33
42.2725939625859,52.4145846722513
42.3751255699114,52.4994450764392
42.4775943931191,52.5845829395797
42.58,52.67
42.6425235348704,52.6276281940953
42.7050314237896,52.5851711506072
42.7675236008948,52.542628532189
42.83,52.5
42.83,51.83
43.17,51.33
43.67,51.17
44.17,50.75
44.33,50.17
44.58,50.25
44.58,50.92
44.5,51.42
44.5,51.42
45,51.17
45.0827746816596,51.314370766348
45.1653669478635,51.4591600264912
45.2477757414615,51.6043692743999
45.33,51.75
45.3529599144958,51.9372752953093
45.3756135436531,52.1247015905973
45.3979603995707,52.3122770936865
45.42,52.5
45.17,53.08
45.25,53.67
45.25,54.25
45.5,53.92
45.92,53.83
46.42,53.67
46.83,53.17
47.17,52.58
47.17,52.08
47.17,51.42
47.25,50.92
46.83,50.17
46.75,49.5
46.58,48.92
46.33,49
46.25,48.5
45.92,48.25
46.08,47.58
45.67,47.33
45.17,47
44.75,46.67
45,58.17
44.5,58.17
44.25,58.33
43.67,58.33
43.67,59
43.67,59.67
43.5,59.83
43.67,60.5
44.17,61.08
44.67,61.08
44.75,61.5
45,61.83
45.33,61.5
45.75,61
46,61
46.42,61.33
46.75,61.67
46.5,61
46.67,60.75
46.5,60.08
46.17,60.08
46.33,59.75
45.92,59.5
45.92,59
45.83,58.67
45.42,58.58
45,58.17
45.58,73.42
45.25,73.83
44.92,74.08
45.67,74.25
46,74.17
46.17,74.75
46.42,75.17
46.58,76
46.42,76.83
46.48,77.33
46.33,78
46.42,78.75
46.75,79.25
46.75,78.75
46.58,78.33
46.67,77.83
46.58,77.33
46.67,76.83
46.75,76.08
46.67,75.25
46.75,74.75
46.42,74.17
46.17,73.67
45.58,73.42
51.58,103.58
51.33,104.5
51.5,105.25
51.67,105.92
52.17,106.25
52.5,107
52.67,107.83
53,108.33
53.5,109
54,109.42
54.5,109.5
55.08,109.67
55.58,109.92
55.75,109.5
55.5,109.25
55.17,109.17
54.75,108.83
54.33,108.5
53.92,108.17
53.5,107.58
53.08,107
52.75,106.58
52.5,106.08
52.17,105.67
51.83,105.25
51.75,104.5
51.58,103.58
61.08,30
60.75,30.58
60.33,30.92
59.92,31.08
59.92,31.5
60.17,31.75
60.17,32.5
60.5,32.83
60.83,32.83
61.17,32.5
61.33,31.83
61.58,31.42
61.58,30.75
61.33,30.17
61.08,30
61.75,34.5
61.5,34.83
61.33,35.5
60.92,35.5
60.92,36
61.08,36.42
61.42,36.42
61.67,36
62,35.75
62.42,35.83
62.67,35.25
62.83,34.5
62.58,34.83
62.5,35.33
62.17,35.33
62.17,34.67
61.75,34.5
-21.92,43.25
-21.33,43.58
-20.92,43.92
-20.5,44.08
-20,44.42
-19.58,44.5
-19,44.25
-18.58,44.25
-18,44
-18,44
-17.42,43.92
-16.92,44.25
-16.17,44.5
-16.17,44.92
-15.92,45.42
-15.75,45.92
-15.5,46.42
-15.25,46.83
-14.75,47.25
-14.75,47.67
-14.33,47.58
-14.08,47.92
-13.58,47.83
-13.5,48.33
-13.33,48.75
-12.92,48.83
-12.42,48.83
-12,49.25
-12.5,49.58
-13,49.83
-13.58,49.92
-14.17,50.17
-14.92,50.33
-15.42,50.42
-15.92,50.08
-15.5,49.67
-16.33,49.75
-16.75,49.67
-17,49.42
-17.42,49.42
-17.42,49.42
-18,49.33
-18.5,49.25
-19.08,49
-19.58,48.83
-20.08,48.67
-20.5,48.5
-20.92,48.42
-21.33,48.25
-21.75,48.08
-22.17,47.92
-22.58,47.83
-23,47.75
-23.42,47.67
-23.75,47.5
-24.25,47.33
-24.67,47.17
-25.17,46.83
-25.08,46.42
-25.25,45.92
-25.5,45.5
-25.58,45
-25.33,44.58
-25,44.17
-24.5,43.75
-23.92,43.67
-23.25,43.58
-22.83,43.33
-22.33,43.25
-21.92,43.25
-48.83,68.83
-48.67,69
-49,69.33
-49.25,69.67
-49.17,70
-49.08,70.58
-49.42,70.42
-49.42,70
-49.67,69.83
-49.5,69.5
-49.67,68.92
-49.25,69.17
-48.83,68.83
8.08,79.75
8.5,79.83
9,79.92
9.42,80.17
9.83,80
9.5,80.58
9,80.92
8.5,81.25
8,81.5
7.58,81.83
7,81.83
6.5,81.67
6.17,81.25
6,80.67
6,80.25
6.42,80
7.08,79.83
7.5,79.75
8.08,79.75
19.33,108.67
19.58,109.08
19.92,109.58
20,110
20,110.5
20,111
19.67,111
19.33,110.67
18.83,110.5
18.5,110.17
18.25,109.67
18.25,109.25
18.5,108.75
18.92,108.67
19.33,108.67
23.67,120.17
24.17,120.5
24.58,120.75
25,121.08
25.25,121.58
25.08,121.92
24.58,121.92
24.08,121.67
23.5,121.5
23,121.33
22.58,121
22,120.83
22.42,120.67
22.58,120.33
23.17,120.17
23.67,120.17
33.25,129.5
33.5,130
33.83,130.42
33.92,130.92
33.67,131.08
33.67,131.58
33.25,131.67
32.83,131.92
32.42,131.67
31.92,131.42
31.42,131.33
31.08,130.75
31.25,130.17
31.67,130.17
32.08,130.17
32.33,130.5
32.75,130.5
33.08,130.25
32.75,130.17
32.75,129.75
33.25,129.5
33.42,132.25
33.67,132.67
34,132.83
33.92,133.33
34.25,133.58
34.33,134.08
34.17,134.58
33.83,134.67
33.58,134.33
33.25,134.08
33.5,133.75
33.33,133.25
33.08,133.08
32.75,132.92
32.92,132.42
33.42,132.25
34.33,130.92
34.5,131.42
34.75,131.83
35.08,132.33
35.5,132.75
35.5,133.25
35.58,134
35.67,134.67
35.75,135.25
35.5,135.67
35.67,136
36.08,136
36.42,136.33
36.83,136.67
37.25,136.75
37.5,137.17
37.08,137
36.75,137
37,137.58
37.17,138.17
37.17,138.17
37.42,138.58
37.83,138.83
38.08,139.33
38.58,139.5
39,139.83
39.42,140
39.92,140
40.33,140
40.67,140
41.17,140.33
40.92,140.67
40.92,141.08
41.17,141.08
41.17,140.75
41.5,140.83
41.33,141.42
41,141.33
40.58,141.42
40.17,141.75
39.67,141.92
39.08,141.83
38.75,141.5
38.33,141.5
38.33,141.08
38.08,140.92
37.58,141
37,140.92
36.75,140.67
36.17,140.58
35.75,140.75
35.75,140.75
35.5,140.42
35.17,140.33
34.92,139.75
35.5,139.83
35.25,139.58
35.25,139.08
34.58,138.83
35.08,138.67
34.58,138.08
34.58,137.25
35,136.75
34.67,136.5
34.33,136.75
33.92,136.17
33.42,135.75
33.5,135.42
33.92,135.17
34.33,135.17
34.75,135.5
34.75,134.92
34.83,134.5
34.58,133.92
34.5,133.5
34.33,132.92
34.25,132.33
33.92,132
34,131.5
33.92,130.92
34.33,130.92
42.58,139.83
42.92,140.42
43.25,140.33
43.17,140.75
43.17,141.25
43.42,141.33
43.75,141.25
44,141.58
44.33,141.67
44.75,141.75
45.25,141.5
45.5,141.92
45.17,142.33
44.75,142.67
44.75,142.67
44.5,143
44.17,143.58
44,144.17
43.92,144.67
44.25,145.33
43.75,145
43.58,145.25
43.33,145.25
43.42,145.83
43.17,145.33
42.92,144.75
43,144.17
42.67,143.67
42.33,143.33
42,143.25
42.25,142.5
42.58,141.83
42.5,141.33
42.33,140.92
42.5,140.67
42.5,140.33
42.25,140.25
42.08,140.67
41.83,141.08
41.67,140.5
41.42,140
42,140
42.25,139.75
42.58,139.83
43.956452059924,145.442132687183
44.5230760466893,146.070049041262
44.4503364352471,146.394907446495
43.956452059924,145.442132687183
44.42,146.92
45,147.42
45.33,147.92
45.25,148.33
45.5,148.83
45.08,148.17
44.75,147.5
44.42,146.92
45.67,149.5
46.08,150
46.25,150.5
45.75,149.83
45.67,149.5
50.27,155.17
50.42,155.67
50.75,156.08
50.5,156.08
50.2,155.83
50,155.17
50.27,155.17
54.83,137.25
55.17,137.5
55,138.08
54.58,137.58
54.83,137.25
58.5,163.33
59,163.67
59.17,164.25
58.92,164.42
58.5,163.33
53.33,141.75
53.58,142.25
53.6425487044387,142.312221952382
53.7050650530651,142.374628684371
53.7675488754291,142.437221073011
53.83,142.5
53.9350484628332,142.43797228482
54.0400648090015,142.3756315184
54.1450487514848,142.312975000078
54.25,142.25
54.2701367171866,142.354846890951
54.2901823934683,142.459796048035
54.310136872925,142.564847181798
54.33,142.67
54,142.92
53.5,143
53,143.17
52.5,143.17
52,143.08
51.5,143.33
51,143.5
50.5,143.67
50,143.92
49.5,144.17
49.08,144.33
49.33,143.75
49.33,143.25
49.33,143.25
49.08,142.92
48.75,142.83
48.33,142.58
47.83,142.5
47.5,142.67
47.25,143
46.92,143.08
46.75,143.42
46.25,143.42
46.58,143
46.67,142.58
46.42,142.25
45.92,142
46.58,141.75
47,142
47.58,142
48,142.17
48.5,142
48.75,141.83
49.08,142
49.5,142.08
50,142.08
50.5,142
51,142.08
51.42,142
51.75,141.67
52.25,141.67
52.75,141.83
53.33,141.75
68.75,48.75
69.25,48.5
69.58,49.17
69.25,50.33
68.92,50
68.75,48.75
62.08,-7.42
62.3,-7.25
62.37,-6.33
62,-6.92
62.08,-7.42
59.9485027188086,-1.38343958643956
60.0779174778201,-1.44895988871044
60.2220852429074,-1.40667454715998
60.3864762186728,-1.48211854718674
60.517910131491,-1.28568358986622
60.2983366822249,-1.22755782940787
60.1686759484348,-1.08100916185137
59.9485027188086,-1.38343958643956
58.8595972966356,-3.03740021907134
58.9399113750031,-3.28080657166615
59.0396805602362,-3.40120235343843
59.1908789323131,-3.33469190451689
59.2120648219004,-3.15674380221521
58.9822021959451,-2.92567125930044
58.8734798359035,-2.96661614952165
58.8595972966356,-3.03740021907134
57.58,-7.25
57.83,-7
58.17,-7
58.5,-6.17
58,-6.42
57.58,-7.25
55.47,9.75
55.58,10.28
55.37,10.75
55.05,10.7
55.05,10.08
55.47,9.75
55.7,11.08
55.9,11.75
56.1,12.42
56.0000195036025,12.4603102508089
55.9000259275303,12.5004124564284
55.8000193880268,12.5403084389631
55.7,12.58
55.6426284617988,12.4770490174094
55.5851709923572,12.3743994098077
55.5276280272981,12.2720500970333
55.47,12.17
55.28,12.42
55.13,11.83
55.2,11.25
55.7,11.08
54.83,11
54.92,11.58
54.83,12.08
54.67,11.83
54.58,11.33
54.83,11
57.5,18.08
57.78,18.42
57.93,19.17
57.7,18.75
57.28,18.75
57.08,18.25
57.5,18.08
58.33,21.83
58.62,22.33
58.5,23.17
58.3,22.67
58.1,22.17
58.33,21.83
58.88,22.33
59.08,22.5
58.83,23
58.72,22.42
58.88,22.33
50.08,-5.58
50.42,-5
50.75,-4.5
51.17,-4.08
51.17,-3.5
51.17,-3
51.58,-2.67
51.33,-3.33
51.58,-3.83
51.67,-4.33
51.58,-5
51.6425229606329,-5.04232414009193
51.705030665266,-5.08476514799345
51.7675230373853,-5.12732358109048
51.83,-5.17
51.8927759721379,-5.02311639520253
51.9553685809607,-4.87582243418472
52.0177769001319,-4.72811725334462
52.08,-4.58
52.25,-4.08
52.75,-4.08
52.75,-4.67
53.08,-4.33
53.33,-4.5
53.25,-3.58
53.33,-3
53.75,-3
54.17,-2.67
54.17,-3.17
54.5,-3.58
54.92,-3.25
54.75,-4
54.58,-4.75
54.6650837767226,-4.83198161424289
54.750111975874,-4.91430727780454
54.8350841880072,-4.9969792980365
54.92,-5.08
55.0651283348393,-4.97861561400311
55.2101718368697,-4.87649348347627
55.3551294248244,-4.77362464488855
55.5,-4.67
55.5826277925148,-4.7718531256622
55.6651708051968,-4.87413569662005
55.7476284166117,-4.9768504149839
55.83,-5.08
55.83,-5.08
55.42,-5.58
55.75,-5.58
55.75,-6.17
56.08,-5.5
56.5,-5.42
56.33,-6
56.67,-6
57.17,-5.58
57.17,-6.25
57.42,-6.67
57.58,-6.33
57.42,-5.83
57.75,-5.75
58.08,-5.33
58.5,-5
58.5,-4.08
58.58,-3.17
58.33,-3
58,-3.83
57.58,-4.17
57.67,-3.42
57.67,-2.75
57.67,-1.92
57.33,-1.83
57,-2.08
56.58,-2.42
56.25,-2.83
56,-3.33
56,-2.67
55.83,-2
55.83,-2
55.5,-1.67
55,-1.5
54.58,-1.17
54.42,-0.5
54,-0.25
53.67,-0.08
53.42,0.17
53.08,0.33
52.83,0
52.67,0.25
52.92,0.58
52.92,1
52.75,1.58
52.42,1.83
52,1.58
51.75,1
51.33,0.58
51.25,1.42
50.83,0.92
50.67,0.08
50.67,-0.67
50.75,-1.42
50.5,-2.08
50.67,-2.83
50.58,-3.5
50.17,-3.67
50.33,-4.5
50,-5.08
50.08,-5.58
52.17,-10.33
52.17,-9.75
52.67,-9.5
53.17,-9
53.17,-9.5
53.5,-10
53.75,-9.5
53.92,-10
54.25,-9.75
54.25,-9.08
54.25,-8.5
54.5,-8.17
54.67,-8.67
55.08,-8.25
55.25,-7.5
55.17,-6.75
55.08,-6.08
54.75,-5.75
54.25,-5.58
53.92,-6.25
53.5,-6.08
53,-6
52.58,-6.17
52.17,-6.33
52.08,-7.25
51.75,-8
51.58,-8.75
51.5,-9.58
51.75,-10.08
52.17,-10.33
42.5,8.67
42.67,9.17
43,9.42
42.5,9.42
42.17,9.5
41.83,9.33
41.33,9.17
41.75,8.67
42.08,8.58
42.5,8.67
40.92,8.17
40.83,8.42
40.92,8.75
41.25,9.25
40.83,9.67
40.42,9.75
40,9.75
39.58,9.67
39.17,9.5
39.17,9.08
38.83,8.75
39.17,8.33
39.67,8.42
40.17,8.42
40.58,8.17
40.92,8.17
37.92,12.33
38.17,12.75
38.17,13.25
38,13.67
38,14.25
38.08,15
38.25,15.67
37.83,15.33
37.33,15.17
37,15.33
36.67,15.17
36.75,14.5
37.08,14.17
37.17,13.67
37.5,13
37.5,12.67
37.92,12.33
37.75,21.08
38.08,21.33
38.25,21.83
38.08,22.33
37.83,22.83
37.33,23.17
37.42,22.67
37,22.83
36.42,23.08
36.75,22.67
36.42,22.33
36.75,22.08
36.75,21.67
37,21.5
37.42,21.58
37.75,21.08
35.17,23.5
35.58,23.58
35.5,24.17
35.33,24.25
35.42,24.75
35.3,25.17
35.33,25.75
35.08,25.75
35.25,26.25
34.97,26.17
34.93,25.5
34.9,24.83
35.08,24.5
35.17,24
35.17,23.5
35,32.25
35.08,32.75
35.25,33
35.33,33.42
35.42,33.92
35.58,34.5
35.17,33.92
34.92,34.08
34.92,33.67
34.7,33.5
34.58,33
34.67,32.42
35,32.25
39.58,2.25
39.92,2.92
39.67,3.42
39.27,3.08
39.5,2.73
39.58,2.25
36.17,27.67
36.45,28.25
36.08,28.08
35.88,27.75
36.17,27.67
39.0073952822487,26.4216215347702
39.0479510917006,26.3299677129587
39.20596678632,26.212250985767
39.1036273472459,26.0299533870444
39.1469304274766,25.9003374018617
39.2177280900838,25.8589423223557
39.2743582217914,25.8896235694489
39.3774659437758,26.3033175689478
39.3552741227911,26.3831308795929
39.1366036028302,26.5096723858048
39.0073952822487,26.4216215347702
38.2570834577285,26.0002418228706
38.6004044822847,25.8130822631503
38.5677866331395,26.0178199243303
38.4164823190358,26.1785613169641
38.2841471734031,26.0884004834629
38.2570834577285,26.0002418228706
3.33,8.5
3.75,8.67
3.58,8.92
3.25,8.75
3.33,8.5
-34.17,115.17
-33.58,115.17
-33.5,115.58
-33.25,115.83
-32.92,115.75
-32.33,115.83
-31.75,115.83
-31.42,115.58
-31,115.42
-30.5,115.17
-30,115
-29.5,115
-29.08,114.92
-28.58,114.58
-28.08,114.17
-27.67,114.17
-27,113.92
-26.67,113.5
-26.17,113.33
-26.58,113.83
-25.67,113.5
-26.08,113.75
-26.08,113.75
-26.42,114.17
-25.83,114.17
-25.42,113.92
-25,113.67
-24.42,113.5
-23.92,113.42
-23.5,113.83
-23.08,113.83
-22.67,113.67
-22.25,113.83
-21.83,114.08
-22.33,114.33
-21.92,114.58
-21.67,115.08
-21.5,115.5
-21.08,115.83
-20.83,116.25
-20.67,116.75
-20.67,117.25
-20.67,117.75
-20.33,118.25
-20.33,118.75
-20,119.17
-20,119.75
-19.83,120.33
-19.75,120.92
-19.42,121.33
-19.08,121.67
-18.58,121.92
-18.17,122.33
-18.17,122.33
-17.83,122.25
-17.42,122.17
-17,122.58
-16.5,123
-17.08,123.25
-17.5,123.5
-17,123.92
-16.67,123.58
-16.17,123.75
-16.42,124.33
-16,124.58
-15.5,124.67
-15.08,125.17
-14.67,125.25
-14.67,125.92
-14.33,126.08
-14.25,126.58
-13.92,126.83
-14,127.42
-14.42,127.83
-14.75,128.17
-15.25,128.17
-14.92,128.67
-14.92,129.08
-15.25,129.67
-14.83,129.83
-14.5,129.33
-14.08,129.75
-13.67,129.92
-13.58,130.42
-13.58,130.42
-13.17,130.25
-12.75,130.5
-12.33,131.08
-12.33,131.75
-12.33,132.42
-12.2050210088767,132.482587881908
-12.0800279038991,132.545116728733
-11.9550208471094,132.607587211711
-11.83,132.67
-11.7275374550532,132.584905851333
-11.6250497773624,132.499874867265
-11.5225372111452,132.414906449288
-11.42,132.33
-11.4601433154948,132.497428660869
-11.5001913334305,132.664904834399
-11.5401436845294,132.83242859112
-11.58,133
-11.92,133.5
-12,134.08
-12.17,134.67
-12.33,135.25
-12.17,135.83
-12.58,136.08
-12.08,136.5
-12.42,137
-12.83,136.67
-13.33,136.58
-13.33,136
-13.83,136
-14.25,136
-14.58,135.75
-15,135.58
-15.33,136
-15.5,136.42
-16,136.58
-16,137.33
-16.33,137.75
-16.58,138.08
-16.83,138.67
-16.83,138.67
-17,139.17
-17.42,139.42
-17.83,140
-17.75,140.5
-17.5,141
-17,141
-16.58,141.25
-16.08,141.5
-15.58,141.58
-15.08,141.67
-14.58,141.58
-14.08,141.58
-13.58,141.67
-13,141.75
-12.67,141.75
-12.17,141.75
-11.83,142.08
-11.25,142.08
-10.83,142.42
-11.08,142.83
-11.67,142.92
-12.17,143.08
-12.67,143.33
-13.25,143.58
-13.75,143.58
-14.33,143.75
-14.5,144.08
-14.33,144.58
-14.67,144.92
-15,145.33
-15,145.33
-15.5,145.33
-16,145.5
-16.58,145.5
-17,145.83
-17.33,146.08
-17.83,146.17
-18.33,146.08
-18.67,146.33
-19,146.42
-19.33,147
-19.42,147.5
-19.83,147.83
-20.17,148.33
-20.42,148.83
-20.83,148.83
-21.08,149.17
-21.42,149.33
-21.92,149.5
-22.42,149.75
-22.08,150
-22.42,150.42
-22.67,150.83
-23.17,150.83
-23.58,151
-23.92,151.33
-24.08,151.83
-24.58,152.17
-25.08,152.58
-25.5,152.83
-26.08,153.08
-26.08,153.08
-26.5,153.08
-27.08,153.17
-27.58,153.33
-28.17,153.5
-28.67,153.67
-29,153.5
-29.5,153.42
-30,153.33
-30.58,153.08
-31,153.08
-31.5,152.92
-31.92,152.75
-32.33,152.5
-32.75,152.25
-33,151.83
-33.42,151.5
-33.83,151.33
-34.33,151.08
-34.92,150.83
-35.25,150.58
-35.75,150.25
-36.25,150.17
-36.75,150
-37.17,150
-37.58,149.92
-37.83,149.42
-37.83,148.75
-37.92,148.17
-38.08,147.83
-38.42,147.25
-38.42,147.25
-38.67,146.83
-39.17,146.42
-38.92,146
-38.67,145.58
-38.25,145.5
-38.42,145
-37.83,144.83
-38.25,144.42
-38.5,144
-38.83,143.5
-38.67,143.08
-38.42,142.67
-38.33,142.25
-38.25,141.75
-38.42,141.42
-38.08,141.17
-38,140.67
-37.67,140.25
-37.33,139.92
-37,139.75
-36.75,139.92
-36.33,139.67
-35.92,139.33
-35.58,138.83
-35.67,138.17
-35.42,138.42
-35,138.58
-34.67,138.42
-34.25,138.08
-34.75,137.92
-34.75,137.92
-35.17,137.75
-35.17,137.33
-35.25,136.92
-35,137
-34.83,137.42
-34.5,137.5
-34,137.58
-33.58,137.92
-32.83,137.83
-33.17,137.5
-33.67,137.25
-33.92,136.75
-34.25,136.33
-34.58,135.92
-35,135.67
-34.58,135.42
-34.17,135.25
-33.75,135
-33.25,134.83
-33,134.17
-32.58,134.33
-32.33,133.92
-32.17,133.42
-32,132.83
-32,132.25
-31.75,131.83
-31.58,131.33
-31.58,130.83
-31.58,130.33
-31.58,129.67
-31.58,129.67
-31.67,129.08
-31.83,128.58
-32.08,128
-32.17,127.5
-32.25,126.92
-32.17,126.25
-32.33,125.83
-32.67,125.25
-32.83,124.75
-33,124.08
-33.5,124
-33.83,123.58
-33.83,123.08
-33.83,122.58
-33.83,121.92
-33.83,121.33
-33.83,120.75
-33.92,120.08
-34,119.75
-34.42,119.42
-34.42,119
-34.75,118.58
-35,118.33
-35,117.75
-35,117.17
-35,116.67
-34.83,116.08
-34.33,115.67
-34.17,115.17
-11.83,130.08
-11.33,130.33
-11.5,130.75
-11.33,131.33
-11.58,131.5
-12,131
-11.83,130.67
-11.83,130.08
-35.92,136.58
-35.75,136.83
-35.67,137.42
-35.92,138.08
-36.17,137.58
-36.17,136.83
-35.92,136.58
-40.67,144.83
-40.83,145.5
-41.17,146.17
-41.17,146.75
-41,147.33
-40.83,148
-41,148.33
-41.5,148.33
-42,148.33
-42.17,148.17
-42.58,148
-43.08,147.92
-42.83,147.5
-43.17,147.17
-43.58,146.83
-43.5,146.25
-43.25,145.75
-42.92,145.5
-42.5,145.33
-42.17,145.25
-41.75,145
-41.17,144.83
-40.67,144.83
-36.9214313780351,175.189005765312
-37.0138259675808,175.520126812359
-36.9496236032213,175.533582906009
-36.7884883281087,175.444655302468
-36.706081429688,175.480570269194
-36.7878838467347,175.758633229727
-37.02490195245,175.896899326676
-37.4262759765111,176.010263119138
-37.8988032180634,177.028533390313
-37.9644603486482,177.258394962553
-37.935249852552,177.425212056562
-37.7053778066973,177.737062876409
-37.5651908272572,178.13822463126
-37.6605675516206,178.467019452492
-37.8642775226856,178.497151745077
-38.5342748262274,178.314079918127
-38.6129681644187,177.83993457634
-38.9277043585977,177.827487791252
-39.0020396345478,177.77207817333
-39.0448125301667,177.244069923124
-39.1462282899703,177.055653310959
-39.2824687336338,176.934493612025
-39.4561537125148,176.945466935341
-39.6930788408725,177.062199303558
-39.7913091952717,177.062588539133
-40.1345351475686,176.703383937069
-41.1731476974194,175.922020708825
-41.4572471810745,175.581198253924
-41.6149175033622,175.2737982
-41.4290097657017,174.891908850954
-41.3134833766605,174.764908248106
-40.5968077518065,175.121887534503
-40.3534366161144,175.297338198038
-40.1813872496992,175.280404122763
-39.8067082890437,174.80733974072
-39.463077451295,173.95356393105
-39.261368958778,173.773153553097
-39.196833448992,173.806198717872
-38.7129399625059,174.56561918852
-38.449120117956,174.649455525552
-38.1027760135149,174.609860198227
-37.9430247718638,174.643901260388
-37.7147544951605,174.811166376129
-37.5232014721948,174.822275692258
-37.1316936376544,174.611755278214
-36.8796091872976,174.652394606107
-36.7860579476267,174.600921532298
-36.4499589263557,174.236103134326
-36.4031112106002,174.287715187337
-36.1374391943823,174.110270622357
-35.9730163945766,173.838672344628
-36.3185421108039,174.106785628447
-36.3814171621978,174.128098805651
-36.3777906104963,174.052673284457
-35.3438456032304,173.23620611583
-35.2917409583199,173.236754936069
-35.1716989677222,173.117433772103
-35.0382533525486,173.120762462063
-34.7601104856269,172.980902412508
-34.4376213707464,172.63595963751
-34.4180645954477,172.709751594712
-34.4633999932764,172.802409438781
-34.4069334273684,173.024274852514
-34.5352663973375,173.061915743281
